Frequency of Green LED: 5
Duty Cycle of Green LED: 20
Frequency of Red LED: 5
Duty Cycle of Red LED: 50
Time, Green LED, Red LED
27.28,      0,       1
27.30,      0,       1
27.32,      0,       0
27.34,      0,       0
27.36,      0,       0
27.38,      0,       0
27.40,      0,       0
27.42,      1,       1
27.44,      1,       1
27.46,      0,       1
27.48,      0,       1
27.50,      0,       1
27.52,      0,       0
27.54,      0,       0
27.56,      0,       0
27.58,      0,       0
27.60,      0,       0
27.62,      1,       1
27.64,      1,       1
27.66,      0,       1
27.68,      0,       1
27.70,      0,       1
27.72,      0,       0
27.74,      0,       0
27.76,      0,       0
27.78,      0,       0
27.80,      0,       0
27.82,      1,       1
27.84,      1,       1
27.86,      0,       1
27.88,      0,       1
27.90,      0,       1
27.92,      0,       0
27.94,      0,       0
27.96,      0,       0
27.98,      0,       0
28.00,      0,       0
28.02,      1,       1
28.04,      1,       1
28.06,      0,       1
28.08,      0,       1
28.10,      0,       1
28.12,      0,       0
28.14,      0,       0
28.16,      0,       0
28.18,      0,       0
28.20,      0,       0
28.22,      1,       1
28.24,      1,       1
28.26,      0,       1
28.28,      0,       1
28.30,      0,       1
28.32,      0,       0
28.34,      0,       0
28.36,      0,       0
28.38,      0,       0
28.40,      0,       0
28.42,      1,       1
28.44,      1,       1
28.46,      0,       1
28.48,      0,       1
28.50,      0,       1
28.52,      0,       0
28.54,      0,       0
28.56,      0,       0
28.58,      0,       0
28.60,      0,       0
28.62,      1,       1
28.64,      1,       1
28.66,      0,       1
28.68,      0,       1
28.70,      0,       1
28.72,      0,       0
28.74,      0,       0
28.76,      0,       0
28.78,      0,       0
28.80,      0,       0
28.82,      1,       1
28.84,      1,       1
28.86,      0,       1
28.88,      0,       1
28.90,      0,       1
28.92,      0,       0
28.94,      0,       0
28.96,      0,       0
28.98,      0,       0
29.00,      0,       0
29.02,      1,       1
29.04,      1,       1
29.06,      0,       1
29.08,      0,       1
29.10,      0,       1
29.12,      0,       0
29.14,      0,       0
29.16,      0,       0
29.18,      0,       0
29.20,      0,       0
29.22,      1,       1
29.24,      1,       1
29.26,      0,       1
29.28,      0,       1
29.30,      0,       1
29.32,      0,       0
29.34,      0,       0
29.36,      0,       0
29.38,      0,       0
29.40,      0,       0
29.42,      1,       1
29.44,      1,       1
29.46,      0,       1
29.48,      0,       1
29.50,      0,       1
29.52,      0,       0
29.54,      0,       0
29.56,      0,       0
29.58,      0,       0
29.60,      0,       0
29.62,      1,       1
29.64,      1,       1
29.66,      0,       1
29.68,      0,       1
29.70,      0,       1
29.72,      0,       0
29.74,      0,       0
29.76,      0,       0
29.78,      0,       0
29.80,      0,       0
29.82,      1,       1
29.84,      1,       1
29.86,      0,       1
29.88,      0,       1
29.90,      0,       1
29.92,      0,       0
29.94,      0,       0
29.96,      0,       0
29.98,      0,       0
30.00,      0,       0
30.02,      1,       1
30.04,      1,       1
30.06,      0,       1
30.08,      0,       1
30.10,      0,       1
30.12,      0,       0
30.14,      0,       0
30.16,      0,       0
30.18,      0,       0
30.20,      0,       0
30.22,      1,       1
30.24,      1,       1
30.26,      0,       1
30.28,      0,       1
30.30,      0,       1
30.32,      0,       0
30.34,      0,       0
30.36,      0,       0
30.38,      0,       0
30.40,      0,       0
30.42,      1,       1
30.44,      1,       1
30.46,      0,       1
30.48,      0,       1
30.50,      0,       1
30.52,      0,       0
30.54,      0,       0
30.56,      0,       0
30.58,      0,       0
30.60,      0,       0
30.62,      1,       1
30.64,      1,       1
30.66,      0,       1
30.68,      0,       1
30.70,      0,       1
30.72,      0,       0
30.74,      0,       0
30.76,      0,       0
30.78,      0,       0
30.80,      0,       0
30.82,      1,       1
30.84,      1,       1
30.86,      0,       1
30.88,      0,       1
30.90,      0,       1
30.92,      0,       0
30.94,      0,       0
30.96,      0,       0
30.98,      0,       0
31.00,      0,       0
31.02,      1,       1
31.04,      1,       1
31.06,      0,       1
31.08,      0,       1
31.10,      0,       1
31.12,      0,       0
31.14,      0,       0
31.16,      0,       0
31.18,      0,       0
31.20,      0,       0
31.22,      1,       1
31.24,      1,       1
31.26,      0,       1
31.28,      0,       1
31.30,      0,       1
31.32,      0,       0
31.34,      0,       0
31.36,      0,       0
31.38,      0,       0
31.40,      0,       0
31.42,      1,       1
31.44,      1,       1
31.46,      0,       1
31.48,      0,       1
31.50,      0,       1
31.52,      0,       0
31.54,      0,       0
31.56,      0,       0
31.58,      0,       0
31.60,      0,       0
31.62,      1,       1
31.64,      1,       1
31.66,      0,       1
31.68,      0,       1
31.70,      0,       1
31.72,      0,       0
31.74,      0,       0
31.76,      0,       0
31.78,      0,       0
31.80,      0,       0
31.82,      1,       1
31.84,      1,       1
31.86,      0,       1
31.88,      0,       1
31.90,      0,       1
31.92,      0,       0
31.94,      0,       0
31.96,      0,       0
31.98,      0,       0
32.00,      0,       0
32.02,      1,       1
32.04,      1,       1
32.06,      0,       1
32.08,      0,       1
32.10,      0,       1
32.12,      0,       0
32.14,      0,       0
32.16,      0,       0
32.18,      0,       0
32.20,      0,       0
32.22,      1,       1
32.24,      1,       1
32.26,      0,       1
32.28,      0,       1
32.30,      0,       1
32.32,      0,       0
32.34,      0,       0
32.36,      0,       0
32.38,      0,       0
32.40,      0,       0
32.42,      1,       1
32.44,      1,       1
32.46,      0,       1
32.48,      0,       1
32.50,      0,       1
32.52,      0,       0
32.54,      0,       0
32.56,      0,       0
32.58,      0,       0
32.60,      0,       0
32.62,      1,       1
32.64,      1,       1
32.66,      0,       1
32.68,      0,       1
32.70,      0,       1
32.72,      0,       0
32.74,      0,       0
32.76,      0,       0
32.78,      0,       0
32.80,      0,       0
32.82,      1,       1
32.84,      1,       1
32.86,      0,       1
32.88,      0,       1
32.90,      0,       1
32.92,      0,       0
32.94,      0,       0
32.96,      0,       0
32.98,      0,       0
33.00,      0,       0
33.02,      1,       1
33.04,      1,       1
33.06,      0,       1
33.08,      0,       1
33.10,      0,       1
33.12,      0,       0
33.14,      0,       0
33.16,      0,       0
33.18,      0,       0
33.20,      0,       0
33.22,      1,       1
33.24,      1,       1
33.26,      0,       1
33.28,      0,       1
33.30,      0,       1
33.32,      0,       0
33.34,      0,       0
33.36,      0,       0
33.38,      0,       0
33.40,      0,       0
33.42,      1,       1
33.44,      1,       1
33.46,      0,       1
33.48,      0,       1
33.50,      0,       1
33.52,      0,       0
33.54,      0,       0
33.56,      0,       0
33.58,      0,       0
33.60,      0,       0
33.62,      1,       1
33.64,      1,       1
33.66,      0,       1
33.68,      0,       1
33.70,      0,       1
33.72,      0,       0
33.74,      0,       0
33.76,      0,       0
33.78,      0,       0
33.80,      0,       0
33.82,      1,       1
33.84,      1,       1
33.86,      0,       1
33.88,      0,       1
33.90,      0,       1
33.92,      0,       0
33.94,      0,       0
33.96,      0,       0
33.98,      0,       0
34.00,      0,       0
34.02,      1,       1
34.04,      1,       1
34.06,      0,       1
34.08,      0,       1
34.10,      0,       1
34.12,      0,       0
34.14,      0,       0
34.16,      0,       0
34.18,      0,       0
34.20,      0,       0
34.22,      1,       1
34.24,      1,       1
34.26,      0,       1
34.28,      0,       1
34.30,      0,       1
34.32,      0,       0
34.34,      0,       0
34.36,      0,       0
34.38,      0,       0
34.40,      0,       0
34.42,      1,       1
34.44,      1,       1
34.46,      0,       1
34.48,      0,       1
34.50,      0,       1
34.52,      0,       0
34.54,      0,       0
34.56,      0,       0
34.58,      0,       0
34.60,      0,       0
34.62,      1,       1
34.64,      1,       1
34.66,      0,       1
34.68,      0,       1
34.70,      0,       1
34.72,      0,       0
34.74,      0,       0
34.76,      0,       0
34.78,      0,       0
34.80,      0,       0
34.82,      1,       1
34.84,      1,       1
34.86,      0,       1
34.88,      0,       1
34.90,      0,       1
34.92,      0,       0
34.94,      0,       0
34.96,      0,       0
34.98,      0,       0
35.00,      0,       0
35.02,      1,       1
35.04,      1,       1
35.06,      0,       1
35.08,      0,       1
35.10,      0,       1
35.12,      0,       0
35.14,      0,       0
35.16,      0,       0
35.18,      0,       0
35.20,      0,       0
35.22,      1,       1
35.24,      1,       1
35.26,      0,       1
35.28,      0,       1
35.30,      0,       1
35.32,      0,       0
35.34,      0,       0
35.36,      0,       0
35.38,      0,       0
35.40,      0,       0
35.42,      1,       1
35.44,      1,       1
35.46,      0,       1
35.48,      0,       1
35.50,      0,       1
35.52,      0,       0
35.54,      0,       0
35.56,      0,       0
35.58,      0,       0
35.60,      0,       0
35.62,      1,       1
35.64,      1,       1
35.66,      0,       1
35.68,      0,       1
35.70,      0,       1
35.72,      0,       0
35.74,      0,       0
35.76,      0,       0
35.78,      0,       0
35.80,      0,       0
35.82,      1,       1
35.84,      1,       1
35.86,      0,       1
35.88,      0,       1
35.90,      0,       1
35.92,      0,       0
35.94,      0,       0
35.96,      0,       0
35.98,      0,       0
36.00,      0,       0
36.02,      1,       1
36.04,      1,       1
36.06,      0,       1
36.08,      0,       1
36.10,      0,       1
36.12,      0,       0
36.14,      0,       0
36.16,      0,       0
36.18,      0,       0
36.20,      0,       0
36.22,      1,       1
36.24,      1,       1
36.26,      0,       1
36.28,      0,       1
36.30,      0,       1
36.32,      0,       0
36.34,      0,       0
36.36,      0,       0
36.38,      0,       0
36.40,      0,       0
36.42,      1,       1
36.44,      1,       1
36.46,      0,       1
36.48,      0,       1
36.50,      0,       1
36.52,      0,       0
36.54,      0,       0
36.56,      0,       0
36.58,      0,       0
36.60,      0,       0
36.62,      1,       1
36.64,      1,       1
36.66,      0,       1
36.68,      0,       1
36.70,      0,       1
36.72,      0,       0
36.74,      0,       0
36.76,      0,       0
36.78,      0,       0
36.80,      0,       0
36.82,      1,       1
36.84,      1,       1
36.86,      0,       1
36.88,      0,       1
36.90,      0,       1
36.92,      0,       0
36.94,      0,       0
36.96,      0,       0
36.98,      0,       0
37.00,      0,       0
37.02,      1,       1
37.04,      1,       1
37.06,      0,       1
37.08,      0,       1
37.10,      0,       1
37.12,      0,       0
37.14,      0,       0
37.16,      0,       0
37.18,      0,       0
37.20,      0,       0
37.22,      1,       1
37.24,      1,       1
37.26,      0,       1
37.28,      0,       1
37.30,      0,       1
37.32,      0,       0
37.34,      0,       0
37.36,      0,       0
37.38,      0,       0
37.40,      0,       0
37.42,      1,       1
37.44,      1,       1
37.46,      0,       1
37.48,      0,       1
37.50,      0,       1
37.52,      0,       0
37.54,      0,       0
37.56,      0,       0
37.58,      0,       0
37.60,      0,       0
37.62,      1,       1
37.64,      1,       1
37.66,      0,       1
37.68,      0,       1
37.70,      0,       1
37.72,      0,       0
37.74,      0,       0
37.76,      0,       0
37.78,      0,       0
37.80,      0,       0
37.82,      1,       1
37.84,      1,       1
37.86,      0,       1
37.88,      0,       1
37.90,      0,       1
37.92,      0,       0
37.94,      0,       0
37.96,      0,       0
37.98,      0,       0
38.00,      0,       0
38.02,      1,       1
38.04,      1,       1
38.06,      0,       1
38.08,      0,       1
38.10,      0,       1
38.12,      0,       0
38.14,      0,       0
38.16,      0,       0
38.18,      0,       0
38.20,      0,       0
38.22,      1,       1
38.24,      1,       1
38.26,      0,       1
38.28,      0,       1
38.30,      0,       1
38.32,      0,       0
38.34,      0,       0
38.36,      0,       0
38.38,      0,       0
38.40,      0,       0
38.42,      1,       1
38.44,      1,       1
38.46,      0,       1
38.48,      0,       1
38.50,      0,       1
38.52,      0,       0
38.54,      0,       0
38.56,      0,       0
38.58,      0,       0
38.60,      0,       0
38.62,      1,       1
38.64,      1,       1
38.66,      0,       1
38.68,      0,       1
38.70,      0,       1
38.72,      0,       0
38.74,      0,       0
38.76,      0,       0
38.78,      0,       0
38.80,      0,       0
38.82,      1,       1
38.84,      1,       1
38.86,      0,       1
38.88,      0,       1
38.90,      0,       1
38.92,      0,       0
38.94,      0,       0
38.96,      0,       0
38.98,      0,       0
39.00,      0,       0
39.02,      1,       1
39.04,      1,       1
39.06,      0,       1
39.08,      0,       1
39.10,      0,       1
39.12,      0,       0
39.14,      0,       0
39.16,      0,       0
39.18,      0,       0
39.20,      0,       0
39.22,      1,       1
39.24,      1,       1
39.26,      0,       1
39.28,      0,       1
39.30,      0,       1
39.32,      0,       0
39.34,      0,       0
39.36,      0,       0
39.38,      0,       0
39.40,      0,       0
39.42,      1,       1
39.44,      1,       1
39.46,      0,       1
39.48,      0,       1
39.50,      0,       1
39.52,      0,       0
39.54,      0,       0
39.56,      0,       0
39.58,      0,       0
39.60,      0,       0
39.62,      1,       1
39.64,      1,       1
39.66,      0,       1
39.68,      0,       1
39.70,      0,       1
39.72,      0,       0
39.74,      0,       0
39.76,      0,       0
39.78,      0,       0
39.80,      0,       0
39.82,      1,       1
39.84,      1,       1
39.86,      0,       1
39.88,      0,       1
39.90,      0,       1
39.92,      0,       0
39.94,      0,       0
39.96,      0,       0
39.98,      0,       0
40.00,      0,       0
40.02,      1,       1
40.04,      1,       1
40.06,      0,       1
40.08,      0,       1
40.10,      0,       1
40.12,      0,       0
40.14,      0,       0
40.16,      0,       0
40.18,      0,       0
40.20,      0,       0
40.22,      1,       1
40.24,      1,       1
40.26,      0,       1
40.28,      0,       1
40.30,      0,       1
40.32,      0,       0
40.34,      0,       0
40.36,      0,       0
40.38,      0,       0
40.40,      0,       0
40.42,      1,       1
40.44,      1,       1
40.46,      0,       1
40.48,      0,       1
40.50,      0,       1
40.52,      0,       0
40.54,      0,       0
40.56,      0,       0
40.58,      0,       0
40.60,      0,       0
40.62,      1,       1
40.64,      1,       1
40.66,      0,       1
40.68,      0,       1
40.70,      0,       1
40.72,      0,       0
40.74,      0,       0
40.76,      0,       0
40.78,      0,       0
40.80,      0,       0
40.82,      1,       1
40.84,      1,       1
40.86,      0,       1
40.88,      0,       1
40.90,      0,       1
40.92,      0,       0
40.94,      0,       0
40.96,      0,       0
40.98,      0,       0
41.00,      0,       0
41.02,      1,       1
41.04,      1,       1
41.06,      0,       1
41.08,      0,       1
41.10,      0,       1
41.12,      0,       0
41.14,      0,       0
41.16,      0,       0
41.18,      0,       0
41.20,      0,       0
41.22,      1,       1
41.24,      1,       1
41.26,      0,       1
41.28,      0,       1
41.30,      0,       1
41.32,      0,       0
41.34,      0,       0
41.36,      0,       0
41.38,      0,       0
41.40,      0,       0
41.42,      1,       1
41.44,      1,       1
41.46,      0,       1
41.48,      0,       1
41.50,      0,       1
41.52,      0,       0
41.54,      0,       0
41.56,      0,       0
41.58,      0,       0
41.60,      0,       0
41.62,      1,       1
41.64,      1,       1
41.66,      0,       1
41.68,      0,       1
41.70,      0,       1
41.72,      0,       0
41.74,      0,       0
41.76,      0,       0
41.78,      0,       0
41.80,      0,       0
41.82,      1,       1
41.84,      1,       1
41.86,      0,       1
41.88,      0,       1
41.90,      0,       1
41.92,      0,       0
41.94,      0,       0
41.96,      0,       0
41.98,      0,       0
42.00,      0,       0
42.02,      1,       1
42.04,      1,       1
42.06,      0,       1
42.08,      0,       1
42.10,      0,       1
42.12,      0,       0
42.14,      0,       0
42.16,      0,       0
42.18,      0,       0
42.20,      0,       0
42.22,      1,       1
42.24,      1,       1
42.26,      0,       1
42.28,      0,       1
42.30,      0,       1
42.32,      0,       0
42.34,      0,       0
42.36,      0,       0
42.38,      0,       0
42.40,      0,       0
42.42,      1,       1
42.44,      1,       1
42.46,      0,       1
42.48,      0,       1
42.50,      0,       1
42.52,      0,       0
42.54,      0,       0
42.56,      0,       0
42.58,      0,       0
42.60,      0,       0
42.62,      1,       1
42.64,      1,       1
42.66,      0,       1
42.68,      0,       1
42.70,      0,       1
42.72,      0,       0
42.74,      0,       0
42.76,      0,       0
42.78,      0,       0
42.80,      0,       0
42.82,      1,       1
42.84,      1,       1
42.86,      0,       1
42.88,      0,       1
42.90,      0,       1
42.92,      0,       0
42.94,      0,       0
42.96,      0,       0
42.98,      0,       0
43.00,      0,       0
43.02,      1,       1
43.04,      1,       1
43.06,      0,       1
43.08,      0,       1
43.10,      0,       1
43.12,      0,       0
43.14,      0,       0
43.16,      0,       0
43.18,      0,       0
43.20,      0,       0
43.22,      1,       1
43.24,      1,       1
43.26,      0,       1
43.28,      0,       1
43.30,      0,       1
43.32,      0,       0
43.34,      0,       0
43.36,      0,       0
43.38,      0,       0
43.40,      0,       0
43.42,      1,       1
43.44,      1,       1
43.46,      0,       1
43.48,      0,       1
43.50,      0,       1
43.52,      0,       0
43.54,      0,       0
43.56,      0,       0
43.58,      0,       0
43.60,      0,       0
43.62,      1,       1
43.64,      1,       1
43.66,      0,       1
43.68,      0,       1
43.70,      0,       1
43.72,      0,       0
43.74,      0,       0
43.76,      0,       0
43.78,      0,       0
43.80,      0,       0
43.82,      1,       1
43.84,      1,       1
43.86,      0,       1
43.88,      0,       1
43.90,      0,       1
43.92,      0,       0
43.94,      0,       0
43.96,      0,       0
43.98,      0,       0
44.00,      0,       0
44.02,      1,       1
44.04,      1,       1
44.06,      0,       1
44.08,      0,       1
44.10,      0,       1
44.12,      0,       0
44.14,      0,       0
44.16,      0,       0
44.18,      0,       0
44.20,      0,       0
44.22,      1,       1
44.24,      1,       1
44.26,      0,       1
44.28,      0,       1
44.30,      0,       1
44.32,      0,       0
44.34,      0,       0
44.36,      0,       0
44.38,      0,       0
44.40,      0,       0
44.42,      1,       1
44.44,      1,       1
44.46,      0,       1
44.48,      0,       1
44.50,      0,       1
44.52,      0,       0
44.54,      0,       0
44.56,      0,       0
44.58,      0,       0
44.60,      0,       0
44.62,      1,       1
44.64,      1,       1
44.66,      0,       1
44.68,      0,       1
44.70,      0,       1
44.72,      0,       0
44.74,      0,       0
44.76,      0,       0
44.78,      0,       0
44.80,      0,       0
44.82,      1,       1
44.84,      1,       1
44.86,      0,       1
44.88,      0,       1
44.90,      0,       1
44.92,      0,       0
44.94,      0,       0
44.96,      0,       0
44.98,      0,       0
45.00,      0,       0
45.02,      1,       1
45.04,      1,       1
45.06,      0,       1
45.08,      0,       1
45.10,      0,       1
45.12,      0,       0
45.14,      0,       0
45.16,      0,       0
45.18,      0,       0
45.20,      0,       0
45.22,      1,       1
45.24,      1,       1
45.26,      0,       1
45.28,      0,       1
45.30,      0,       1
45.32,      0,       0
45.34,      0,       0
45.36,      0,       0
45.38,      0,       0
45.40,      0,       0
45.42,      1,       1
45.44,      1,       1
45.46,      0,       1
45.48,      0,       1
45.50,      0,       1
45.52,      0,       0
45.54,      0,       0
45.56,      0,       0
45.58,      0,       0
45.60,      0,       0
45.62,      1,       1
45.64,      1,       1
45.66,      0,       1
45.68,      0,       1
45.70,      0,       1
45.72,      0,       0
45.74,      0,       0
45.76,      0,       0
45.78,      0,       0
45.80,      0,       0
45.82,      1,       1
45.84,      1,       1
45.86,      0,       1
45.88,      0,       1
45.90,      0,       1
45.92,      0,       0
45.94,      0,       0
45.96,      0,       0
45.98,      0,       0
46.00,      0,       0
46.02,      1,       1
46.04,      1,       1
46.06,      0,       1
46.08,      0,       1
46.10,      0,       1
46.12,      0,       0
46.14,      0,       0
46.16,      0,       0
46.18,      0,       0
46.20,      0,       0
46.22,      1,       1
46.24,      1,       1
46.26,      0,       1
46.28,      0,       1
46.30,      0,       1
46.32,      0,       0
46.34,      0,       0
46.36,      0,       0
46.38,      0,       0
46.40,      0,       0
46.42,      1,       1
46.44,      1,       1
46.46,      0,       1
46.48,      0,       1
46.50,      0,       1
46.52,      0,       0
46.54,      0,       0
46.56,      0,       0
46.58,      0,       0
46.60,      0,       0
46.62,      1,       1
46.64,      1,       1
46.66,      0,       1
46.68,      0,       1
46.70,      0,       1
46.72,      0,       0
46.74,      0,       0
46.76,      0,       0
46.78,      0,       0
46.80,      0,       0
46.82,      1,       1
46.84,      1,       1
46.86,      0,       1
46.88,      0,       1
46.90,      0,       1
46.92,      0,       0
46.94,      0,       0
46.96,      0,       0
46.98,      0,       0
47.00,      0,       0
47.02,      1,       1
47.04,      1,       1
47.06,      0,       1
47.08,      0,       1
47.10,      0,       1
47.12,      0,       0
47.14,      0,       0
47.16,      0,       0
47.18,      0,       0
47.20,      0,       0
47.22,      1,       1
47.24,      1,       1
47.26,      0,       1
47.28,      0,       1
47.30,      0,       1
47.32,      0,       0
47.34,      0,       0
47.36,      0,       0
47.38,      0,       0
47.40,      0,       0
47.42,      1,       1
47.44,      1,       1
47.46,      0,       1
47.48,      0,       1
47.50,      0,       1
47.52,      0,       0
47.54,      0,       0
47.56,      0,       0
47.58,      0,       0
47.60,      0,       0
47.62,      1,       1
47.64,      1,       1
47.66,      0,       1
47.68,      0,       1
47.70,      0,       1
47.72,      0,       0
47.74,      0,       0
47.76,      0,       0
47.78,      0,       0
47.80,      0,       0
47.82,      1,       1
47.84,      1,       1
47.86,      0,       1
47.88,      0,       1
47.90,      0,       1
47.92,      0,       0
47.94,      0,       0
47.96,      0,       0
47.98,      0,       0
48.00,      0,       0
48.02,      1,       1
48.04,      1,       1
48.06,      0,       1
48.08,      0,       1
48.10,      0,       1
48.12,      0,       0
48.14,      0,       0
48.16,      0,       0
48.18,      0,       0
48.20,      0,       0
48.22,      1,       1
48.24,      1,       1
48.26,      0,       1
48.28,      0,       1
48.30,      0,       1
48.32,      0,       0
48.34,      0,       0
48.36,      0,       0
48.38,      0,       0
48.40,      0,       0
48.42,      1,       1
48.44,      1,       1
48.46,      0,       1
48.48,      0,       1
48.50,      0,       1
48.52,      0,       0
48.54,      0,       0
48.56,      0,       0
48.58,      0,       0
48.60,      0,       0
48.62,      1,       1
48.64,      1,       1
48.66,      0,       1
48.68,      0,       1
48.70,      0,       1
48.72,      0,       0
48.74,      0,       0
48.76,      0,       0
48.78,      0,       0
48.80,      0,       0
48.82,      1,       1
48.84,      1,       1
48.86,      0,       1
48.88,      0,       1
48.90,      0,       1
48.92,      0,       0
48.94,      0,       0
48.96,      0,       0
48.98,      0,       0
49.00,      0,       0
49.02,      1,       1
49.04,      1,       1
49.06,      0,       1
49.08,      0,       1
49.10,      0,       1
49.12,      0,       0
49.14,      0,       0
49.16,      0,       0
49.18,      0,       0
49.20,      0,       0
49.22,      1,       1
49.24,      1,       1
49.26,      0,       1
49.28,      0,       1
49.30,      0,       1
49.32,      0,       0
49.34,      0,       0
49.36,      0,       0
49.38,      0,       0
49.40,      0,       0
49.42,      1,       1
49.44,      1,       1
49.46,      0,       1
49.48,      0,       1
49.50,      0,       1
49.52,      0,       0
49.54,      0,       0
49.56,      0,       0
49.58,      0,       0
49.60,      0,       0
49.62,      1,       1
49.64,      1,       1
49.66,      0,       1
49.68,      0,       1
49.70,      0,       1
49.72,      0,       0
49.74,      0,       0
49.76,      0,       0
49.78,      0,       0
49.80,      0,       0
49.82,      1,       1
49.84,      1,       1
49.86,      0,       1
49.88,      0,       1
49.90,      0,       1
49.92,      0,       0
49.94,      0,       0
49.96,      0,       0
49.98,      0,       0
50.00,      0,       0
50.02,      1,       1
50.04,      1,       1
50.06,      0,       1
50.08,      0,       1
50.10,      0,       1
50.12,      0,       0
50.14,      0,       0
50.16,      0,       0
50.18,      0,       0
50.20,      0,       0
50.22,      1,       1
50.24,      1,       1
50.26,      0,       1
50.28,      0,       1
50.30,      0,       1
50.32,      0,       0
50.34,      0,       0
50.36,      0,       0
50.38,      0,       0
50.40,      0,       0
50.42,      1,       1
50.44,      1,       1
50.46,      0,       1
50.48,      0,       1
50.50,      0,       1
50.52,      0,       0
50.54,      0,       0
50.56,      0,       0
50.58,      0,       0
50.60,      0,       0
50.62,      1,       1
50.64,      1,       1
50.66,      0,       1
50.68,      0,       1
50.70,      0,       1
50.72,      0,       0
50.74,      0,       0
50.76,      0,       0
50.78,      0,       0
50.80,      0,       0
50.82,      1,       1
50.84,      1,       1
50.86,      0,       1
50.88,      0,       1
50.90,      0,       1
50.92,      0,       0
50.94,      0,       0
50.96,      0,       0
50.98,      0,       0
51.00,      0,       0
51.02,      1,       1
51.04,      1,       1
51.06,      0,       1
51.08,      0,       1
51.10,      0,       1
51.12,      0,       0
51.14,      0,       0
51.16,      0,       0
51.18,      0,       0
51.20,      0,       0
51.22,      1,       1
51.24,      1,       1
51.26,      0,       1
51.28,      0,       1
51.30,      0,       1
51.32,      0,       0
51.34,      0,       0
51.36,      0,       0
51.38,      0,       0
51.40,      0,       0
51.42,      1,       1
51.44,      1,       1
51.46,      0,       1
51.48,      0,       1
51.50,      0,       1
51.52,      0,       0
51.54,      0,       0
51.56,      0,       0
51.58,      0,       0
51.60,      0,       0
51.62,      1,       1
51.64,      1,       1
51.66,      0,       1
51.68,      0,       1
51.70,      0,       1
51.72,      0,       0
51.74,      0,       0
51.76,      0,       0
51.78,      0,       0
51.80,      0,       0
51.82,      1,       1
51.84,      1,       1
51.86,      0,       1
51.88,      0,       1
51.90,      0,       1
51.92,      0,       0
51.94,      0,       0
51.96,      0,       0
51.98,      0,       0
52.00,      0,       0
52.02,      1,       1
52.04,      1,       1
52.06,      0,       1
52.08,      0,       1
52.10,      0,       1
52.12,      0,       0
52.14,      0,       0
52.16,      0,       0
52.18,      0,       0
52.20,      0,       0
52.22,      1,       1
52.24,      1,       1
52.26,      0,       1
52.28,      0,       1
52.30,      0,       1
52.32,      0,       0
52.34,      0,       0
52.36,      0,       0
52.38,      0,       0
52.40,      0,       0
52.42,      1,       1
52.44,      1,       1
52.46,      0,       1
52.48,      0,       1
52.50,      0,       1
52.52,      0,       0
52.54,      0,       0
52.56,      0,       0
52.58,      0,       0
52.60,      0,       0
52.62,      1,       1
52.64,      1,       1
52.66,      0,       1
52.68,      0,       1
52.70,      0,       1
52.72,      0,       0
52.74,      0,       0
52.76,      0,       0
52.78,      0,       0
52.80,      0,       0
52.82,      1,       1
52.84,      1,       1
52.86,      0,       1
52.88,      0,       1
52.90,      0,       1
52.92,      0,       0
52.94,      0,       0
52.96,      0,       0
52.98,      0,       0
53.00,      0,       0
53.02,      1,       1
53.04,      1,       1
53.06,      0,       1
53.08,      0,       1
53.10,      0,       1
53.12,      0,       0
53.14,      0,       0
53.16,      0,       0
53.18,      0,       0
53.20,      0,       0
53.22,      1,       1
53.24,      1,       1
53.26,      0,       1
53.28,      0,       1
53.30,      0,       1
53.32,      0,       0
53.34,      0,       0
53.36,      0,       0
53.38,      0,       0
53.40,      0,       0
53.42,      1,       1
53.44,      1,       1
53.46,      0,       1
53.48,      0,       1
53.50,      0,       1
53.52,      0,       0
53.54,      0,       0
53.56,      0,       0
53.58,      0,       0
53.60,      0,       0
53.62,      1,       1
53.64,      1,       1
53.66,      0,       1
53.68,      0,       1
53.70,      0,       1
53.72,      0,       0
53.74,      0,       0
53.76,      0,       0
53.78,      0,       0
53.80,      0,       0
53.82,      1,       1
53.84,      1,       1
53.86,      0,       1
53.88,      0,       1
53.90,      0,       1
53.92,      0,       0
53.94,      0,       0
53.96,      0,       0
53.98,      0,       0
54.00,      0,       0
54.02,      1,       1
54.04,      1,       1
54.06,      0,       1
54.08,      0,       1
54.10,      0,       1
54.12,      0,       0
54.14,      0,       0
54.16,      0,       0
54.18,      0,       0
54.20,      0,       0
54.22,      1,       1
54.24,      1,       1
54.26,      0,       1
54.28,      0,       1
54.30,      0,       1
54.32,      0,       0
54.34,      0,       0
54.36,      0,       0
54.38,      0,       0
54.40,      0,       0
54.42,      1,       1
54.44,      1,       1
54.46,      0,       1
54.48,      0,       1
54.50,      0,       1
54.52,      0,       0
54.54,      0,       0
54.56,      0,       0
54.58,      0,       0
54.60,      0,       0
54.62,      1,       1
54.64,      1,       1
54.66,      0,       1
54.68,      0,       1
54.70,      0,       1
54.72,      0,       0
54.74,      0,       0
54.76,      0,       0
54.78,      0,       0
54.80,      0,       0
54.82,      1,       1
54.84,      1,       1
54.86,      0,       1
54.88,      0,       1
54.90,      0,       1
54.92,      0,       0
54.94,      0,       0
54.96,      0,       0
54.98,      0,       0
55.00,      0,       0
55.02,      1,       1
55.04,      1,       1
55.06,      0,       1
55.08,      0,       1
55.10,      0,       1
